sequence,next
"[262, 118, 142, 179, 222]",187
"[230, 347, 282, 274, 284]",284
"[256, 434, 465, 119, 28]",374
"[434, 465, 119, 28, 374]",247
"[465, 119, 28, 374, 247]",179
"[119, 28, 374, 247, 179]",185
"[73, 621, 621, 12, 101]",13
"[621, 621, 12, 101, 13]",80
"[621, 12, 101, 13, 80]",7
"[99, 472, 295, 190, 624]",617
"[472, 295, 190, 624, 617]",533
"[295, 190, 624, 617, 533]",169
"[190, 624, 617, 533, 169]",336
"[624, 617, 533, 169, 336]",22
"[224, 281, 157, 301, 533]",42
"[146, 112, 625, 42, 42]",33
"[441, 41, 12, 449, 81]",600
"[36, 587, 587, 29, 142]",278
"[587, 587, 29, 142, 278]",21
"[25, 25, 29, 235, 405]",275
"[25, 29, 235, 405, 275]",7
"[514, 587, 267, 270, 49]",49
"[587, 267, 270, 49, 49]",21
"[267, 270, 49, 49, 21]",21
"[270, 49, 49, 21, 21]",22
"[46, 112, 273, 54, 186]",56
"[239, 441, 188, 236, 199]",47
"[441, 188, 236, 199, 47]",157
"[188, 236, 199, 47, 157]",28
"[236, 199, 47, 157, 28]",389
"[199, 47, 157, 28, 389]",634
"[47, 157, 28, 389, 634]",164
"[157, 28, 389, 634, 164]",489
"[28, 389, 634, 164, 489]",531
"[389, 634, 164, 489, 531]",21
"[262, 628, 198, 121, 635]",247
"[34, 225, 117, 587, 93]",42
"[225, 117, 587, 93, 42]",42
"[117, 587, 93, 42, 42]",252
"[587, 93, 42, 42, 252]",49
"[93, 42, 42, 252, 49]",187
"[42, 42, 252, 49, 187]",412
"[598, 3, 125, 109, 179]",327
"[41, 40, 142, 235, 519]",22
"[40, 142, 235, 519, 22]",7
"[612, 149, 29, 198, 19]",14
"[149, 29, 198, 19, 14]",67
"[29, 198, 19, 14, 67]",22
"[46, 104, 104, 473, 29]",170
"[98, 296, 249, 2, 620]",45
"[25, 121, 329, 15, 67]",22
"[149, 210, 4, 4, 175]",640
"[219, 25, 289, 35, 55]",55
"[25, 289, 35, 55, 55]",21
"[289, 35, 55, 55, 21]",21
"[35, 55, 55, 21, 21]",16
"[91, 116, 79, 142, 129]",67
"[9, 9, 514, 100, 51]",35
"[9, 514, 100, 51, 35]",369
"[514, 100, 51, 35, 369]",5
"[100, 51, 35, 369, 5]",49
"[51, 35, 369, 5, 49]",22
"[559, 199, 227, 365, 128]",27
"[644, 434, 434, 146, 296]",549
"[434, 434, 146, 296, 549]",461
"[434, 146, 296, 549, 461]",168
"[146, 296, 549, 461, 168]",12
"[296, 549, 461, 168, 12]",35
"[71, 60, 219, 25, 25]",430
"[60, 219, 25, 25, 430]",138
"[219, 25, 25, 430, 138]",22
"[287, 116, 25, 25, 215]",175
"[281, 203, 203, 203, 3]",260
"[203, 203, 203, 3, 260]",31
"[203, 203, 3, 260, 31]",29
"[203, 3, 260, 31, 29]",617
"[3, 260, 31, 29, 617]",314
"[40, 245, 304, 55, 55]",33
"[294, 25, 135, 84, 126]",126
"[86, 244, 473, 301, 605]",88
"[244, 473, 301, 605, 88]",64
"[473, 301, 605, 88, 64]",110
"[301, 605, 88, 64, 110]",215
"[605, 88, 64, 110, 215]",288
"[88, 64, 110, 215, 288]",620
"[64, 110, 215, 288, 620]",381
"[110, 215, 288, 620, 381]",102
"[161, 296, 374, 44, 334]",81
"[39, 199, 25, 369, 42]",27
"[199, 25, 369, 42, 27]",258
"[25, 369, 42, 27, 258]",314
"[47, 112, 119, 366, 416]",54
"[112, 119, 366, 416, 54]",235
"[119, 366, 416, 54, 235]",19
"[366, 416, 54, 235, 19]",247
"[416, 54, 235, 19, 247]",247
"[54, 235, 19, 247, 247]",113
"[235, 19, 247, 247, 113]",7
"[19, 247, 247, 113, 7]",483
"[247, 247, 113, 7, 483]",171
"[30, 74, 180, 48, 21]",21
"[134, 115, 154, 9, 295]",348
"[115, 154, 9, 295, 348]",262
"[154, 9, 295, 348, 262]",47
"[9, 295, 348, 262, 47]",36
"[295, 348, 262, 47, 36]",650
"[348, 262, 47, 36, 650]",349
"[262, 47, 36, 650, 349]",388
"[47, 36, 650, 349, 388]",292
"[36, 650, 349, 388, 292]",100
"[650, 349, 388, 292, 100]",65
"[349, 388, 292, 100, 65]",74
"[388, 292, 100, 65, 74]",351
"[292, 100, 65, 74, 351]",117
"[100, 65, 74, 351, 117]",76
"[65, 74, 351, 117, 76]",28
"[74, 351, 117, 76, 28]",362
"[351, 117, 76, 28, 362]",135
"[117, 76, 28, 362, 135]",168
"[76, 28, 362, 135, 168]",58
"[28, 362, 135, 168, 58]",130
"[362, 135, 168, 58, 130]",389
"[135, 168, 58, 130, 389]",118
"[168, 58, 130, 389, 118]",635
"[58, 130, 389, 118, 635]",88
"[130, 389, 118, 635, 88]",304
"[389, 118, 635, 88, 304]",141
"[118, 635, 88, 304, 141]",42
"[635, 88, 304, 141, 42]",42
"[88, 304, 141, 42, 42]",235
"[304, 141, 42, 42, 235]",48
"[141, 42, 42, 235, 48]",19
"[42, 42, 235, 48, 19]",49
"[42, 235, 48, 19, 49]",167
"[235, 48, 19, 49, 167]",247
"[48, 19, 49, 167, 247]",21
"[19, 49, 167, 247, 21]",299
"[49, 167, 247, 21, 299]",22
"[167, 247, 21, 299, 22]",145
"[247, 21, 299, 22, 145]",356
"[21, 299, 22, 145, 356]",171
"[299, 22, 145, 356, 171]",171
"[62, 226, 41, 32, 101]",651
"[226, 41, 32, 101, 651]",278
"[41, 32, 101, 651, 278]",96
"[32, 101, 651, 278, 96]",127
"[101, 651, 278, 96, 127]",207
"[47, 74, 35, 7, 7]",33
"[217, 92, 439, 339, 90]",104
"[92, 439, 339, 90, 104]",72
"[439, 339, 90, 104, 72]",360
"[339, 90, 104, 72, 360]",59
"[90, 104, 72, 360, 59]",616
"[104, 72, 360, 59, 616]",248
"[72, 360, 59, 616, 248]",340
"[360, 59, 616, 248, 340]",341
"[59, 616, 248, 340, 341]",371
"[616, 248, 340, 341, 371]",91
"[248, 340, 341, 371, 91]",62
"[340, 341, 371, 91, 62]",188
"[341, 371, 91, 62, 188]",398
"[371, 91, 62, 188, 398]",131
"[91, 62, 188, 398, 131]",236
"[62, 188, 398, 131, 236]",514
"[188, 398, 131, 236, 514]",219
"[398, 131, 236, 514, 219]",283
"[131, 236, 514, 219, 283]",654
"[236, 514, 219, 283, 654]",47
"[514, 219, 283, 654, 47]",368
"[219, 283, 654, 47, 368]",30
"[283, 654, 47, 368, 30]",588
"[654, 47, 368, 30, 588]",40
"[47, 368, 30, 588, 40]",65
"[368, 30, 588, 40, 65]",273
"[30, 588, 40, 65, 273]",75
"[588, 40, 65, 273, 75]",331
"[40, 65, 273, 75, 331]",180
"[65, 273, 75, 331, 180]",117
"[273, 75, 331, 180, 117]",76
"[75, 331, 180, 117, 76]",354
"[331, 180, 117, 76, 354]",163
"[180, 117, 76, 354, 163]",28
"[117, 76, 354, 163, 28]",263
"[76, 354, 163, 28, 263]",77
"[354, 163, 28, 263, 77]",596
"[163, 28, 263, 77, 596]",130
"[28, 263, 77, 596, 130]",218
"[263, 77, 596, 130, 218]",160
"[77, 596, 130, 218, 160]",118
"[596, 130, 218, 160, 118]",655
"[130, 218, 160, 118, 655]",125
"[218, 160, 118, 655, 125]",4
"[160, 118, 655, 125, 4]",194
"[118, 655, 125, 4, 194]",369
"[655, 125, 4, 194, 369]",24
"[125, 4, 194, 369, 24]",656
"[4, 194, 369, 24, 656]",430
"[194, 369, 24, 656, 430]",174
"[369, 24, 656, 430, 174]",110
"[24, 656, 430, 174, 110]",204
"[656, 430, 174, 110, 204]",505
"[430, 174, 110, 204, 505]",378
"[174, 110, 204, 505, 378]",101
"[110, 204, 505, 378, 101]",44
"[204, 505, 378, 101, 44]",235
"[505, 378, 101, 44, 235]",228
"[378, 101, 44, 235, 228]",359
"[101, 44, 235, 228, 359]",215
"[44, 235, 228, 359, 215]",139
"[235, 228, 359, 215, 139]",48
"[228, 359, 215, 139, 48]",251
"[359, 215, 139, 48, 251]",657
"[215, 139, 48, 251, 657]",164
"[139, 48, 251, 657, 164]",658
"[48, 251, 657, 164, 658]",15
"[251, 657, 164, 658, 15]",278
"[657, 164, 658, 15, 278]",67
"[164, 658, 15, 278, 67]",107
"[658, 15, 278, 67, 107]",334
"[15, 278, 67, 107, 334]",66
"[278, 67, 107, 334, 66]",222
"[67, 107, 334, 66, 222]",7
"[107, 334, 66, 222, 7]",45
"[334, 66, 222, 7, 45]",395
"[66, 222, 7, 45, 395]",145
"[222, 7, 45, 395, 145]",145
"[7, 45, 395, 145, 145]",483
"[45, 395, 145, 145, 483]",114
"[395, 145, 145, 483, 114]",187
"[145, 145, 483, 114, 187]",659
"[145, 483, 114, 187, 659]",307
"[483, 114, 187, 659, 307]",309
"[114, 187, 659, 307, 309]",171
"[187, 659, 307, 309, 171]",171
"[237, 462, 74, 180, 117]",299
"[545, 587, 173, 12, 235]",307
"[587, 173, 12, 235, 307]",284
"[30, 65, 85, 142, 21]",280
"[69, 494, 47, 663, 55]",96
"[366, 524, 160, 267, 113]",140
"[236, 368, 592, 664, 266]",214
"[368, 592, 664, 266, 214]",175
"[592, 664, 266, 214, 175]",247
"[664, 266, 214, 175, 247]",600
"[266, 214, 175, 247, 600]",309
"[34, 119, 105, 328, 284]",284
"[92, 146, 100, 25, 12]",21
"[146, 100, 25, 12, 21]",7
"[68, 131, 32, 314, 177]",307
"[10, 628, 112, 180, 210]",142
"[628, 112, 180, 210, 142]",142
"[112, 180, 210, 142, 142]",175
"[180, 210, 142, 142, 175]",89
"[210, 142, 142, 175, 89]",14
"[142, 142, 175, 89, 14]",15
"[142, 175, 89, 14, 15]",67
"[175, 89, 14, 15, 67]",222
"[89, 14, 15, 67, 222]",22
"[11, 28, 305, 109, 324]",412
"[72, 30, 49, 169, 67]",107
"[30, 49, 169, 67, 107]",21
"[47, 325, 117, 31, 118]",21
"[626, 50, 674, 40, 51]",675
"[50, 674, 40, 51, 675]",58
"[674, 40, 51, 675, 58]",408
"[40, 51, 675, 58, 408]",84
"[51, 675, 58, 408, 84]",84
"[675, 58, 408, 84, 84]",169
"[161, 119, 43, 55, 56]",21
"[104, 134, 397, 194, 267]",430
"[134, 397, 194, 267, 430]",546
"[397, 194, 267, 430, 546]",275
"[689, 36, 625, 4, 4]",684
"[36, 625, 4, 4, 684]",19
"[625, 4, 4, 684, 19]",657
"[4, 4, 684, 19, 657]",81
"[4, 684, 19, 657, 81]",659
"[239, 8, 8, 354, 171]",171
"[431, 46, 248, 60, 47]",3
"[46, 248, 60, 47, 3]",292
"[248, 60, 47, 3, 292]",25
"[60, 47, 3, 292, 25]",106
"[47, 3, 292, 25, 106]",21
"[3, 292, 25, 106, 21]",21
"[292, 25, 106, 21, 21]",412
"[92, 134, 382, 77, 301]",58
"[134, 382, 77, 301, 58]",58
"[382, 77, 301, 58, 58]",389
"[77, 301, 58, 58, 389]",220
"[25, 25, 173, 29, 136]",565
"[71, 155, 587, 105, 430]",19
"[155, 587, 105, 430, 19]",175
"[587, 105, 430, 19, 175]",15
"[105, 430, 19, 175, 15]",67
"[430, 19, 175, 15, 67]",539
"[19, 175, 15, 67, 539]",692
"[175, 15, 67, 539, 692]",171
"[15, 67, 539, 692, 171]",284
"[70, 61, 629, 595, 125]",267
"[208, 621, 602, 304, 641]",519
"[91, 628, 74, 180, 142]",142
"[628, 74, 180, 142, 142]",359
"[74, 180, 142, 142, 359]",67
"[180, 142, 142, 359, 67]",21
"[142, 142, 359, 67, 21]",222
"[281, 65, 366, 29, 53]",249
"[65, 366, 29, 53, 249]",162
"[366, 29, 53, 249, 162]",381
"[46, 39, 40, 25, 14]",15
"[104, 190, 199, 294, 40]",29
"[190, 199, 294, 40, 29]",29
"[199, 294, 40, 29, 29]",300
"[294, 40, 29, 29, 300]",386
"[40, 29, 29, 300, 386]",56
"[46, 254, 434, 10, 621]",105
"[621, 4, 583, 235, 171]",171
"[626, 39, 25, 587, 430]",620
"[39, 25, 587, 430, 620]",26
"[25, 587, 430, 620, 26]",356
"[153, 695, 697, 85, 168]",389
"[695, 697, 85, 168, 389]",611
"[697, 85, 168, 389, 611]",129
"[85, 168, 389, 611, 129]",669
"[168, 389, 611, 129, 669]",425
"[389, 611, 129, 669, 425]",15
"[611, 129, 669, 425, 15]",670
"[129, 669, 425, 15, 670]",600
"[379, 112, 621, 42, 67]",114
"[104, 613, 149, 588, 549]",198
"[613, 149, 588, 549, 198]",125
"[149, 588, 549, 198, 125]",15
"[338, 103, 341, 62, 348]",219
"[103, 341, 62, 348, 219]",30
"[341, 62, 348, 219, 30]",349
"[62, 348, 219, 30, 349]",11
"[348, 219, 30, 349, 11]",351
"[219, 30, 349, 11, 351]",75
"[30, 349, 11, 351, 75]",180
"[349, 11, 351, 75, 180]",117
"[11, 351, 75, 180, 117]",31
"[351, 75, 180, 117, 31]",343
"[75, 180, 117, 31, 343]",77
"[180, 117, 31, 343, 77]",118
"[117, 31, 343, 77, 118]",174
"[31, 343, 77, 118, 174]",505
"[343, 77, 118, 174, 505]",48
"[77, 118, 174, 505, 48]",49
"[118, 174, 505, 48, 49]",222
"[174, 505, 48, 49, 222]",323
"[71, 39, 347, 409, 624]",289
"[39, 347, 409, 624, 289]",31
"[347, 409, 624, 289, 31]",4
"[25, 4, 56, 145, 145]",108
"[72, 239, 73, 91, 111]",74
"[239, 73, 91, 111, 74]",180
"[73, 91, 111, 74, 180]",24
"[91, 111, 74, 180, 24]",228
"[111, 74, 180, 24, 228]",55
"[74, 180, 24, 228, 55]",55
"[180, 24, 228, 55, 55]",126
"[24, 228, 55, 55, 126]",15
"[228, 55, 55, 126, 15]",278
"[55, 55, 126, 15, 278]",17
"[55, 126, 15, 278, 17]",309
"[126, 15, 278, 17, 309]",171
"[15, 278, 17, 309, 171]",185
"[92, 134, 103, 100, 75]",77
"[134, 103, 100, 75, 77]",703
"[103, 100, 75, 77, 703]",84
"[100, 75, 77, 703, 84]",84
"[75, 77, 703, 84, 84]",251
"[551, 142, 142, 21, 21]",21
"[256, 315, 642, 224, 92]",439
"[315, 642, 224, 92, 439]",39
"[642, 224, 92, 439, 39]",134
"[224, 92, 439, 39, 134]",59
"[92, 439, 39, 134, 59]",616
"[439, 39, 134, 59, 616]",382
"[39, 134, 59, 616, 382]",371
"[134, 59, 616, 382, 371]",62
"[59, 616, 382, 371, 62]",226
"[616, 382, 371, 62, 226]",348
"[382, 371, 62, 226, 348]",236
"[371, 62, 226, 348, 236]",372
"[62, 226, 348, 236, 372]",122
"[226, 348, 236, 372, 122]",219
"[348, 236, 372, 122, 219]",47
"[236, 372, 122, 219, 47]",650
"[372, 122, 219, 47, 650]",183
"[122, 219, 47, 650, 183]",30
"[219, 47, 650, 183, 30]",349
"[47, 650, 183, 30, 349]",112
"[650, 183, 30, 349, 112]",3
"[183, 30, 349, 112, 3]",3
"[30, 349, 112, 3, 3]",388
"[349, 112, 3, 3, 388]",518
"[112, 3, 3, 388, 518]",320
"[3, 3, 388, 518, 320]",74
"[3, 388, 518, 320, 74]",119
"[388, 518, 320, 74, 119]",25
"[518, 320, 74, 119, 25]",25
"[320, 74, 119, 25, 25]",117
"[74, 119, 25, 25, 117]",210
"[119, 25, 25, 117, 210]",77
"[25, 25, 117, 210, 77]",135
"[25, 117, 210, 77, 135]",301
"[117, 210, 77, 135, 301]",423
"[210, 77, 135, 301, 423]",130
"[77, 135, 301, 423, 130]",257
"[135, 301, 423, 130, 257]",118
"[301, 423, 130, 257, 118]",88
"[423, 130, 257, 118, 88]",35
"[130, 257, 118, 88, 35]",64
"[257, 118, 88, 35, 64]",79
"[118, 88, 35, 64, 79]",125
"[88, 35, 64, 79, 125]",125
"[35, 64, 79, 125, 125]",416
"[64, 79, 125, 125, 416]",54
"[79, 125, 125, 416, 54]",430
"[125, 125, 416, 54, 430]",418
"[125, 416, 54, 430, 418]",470
"[416, 54, 430, 418, 470]",84
"[54, 430, 418, 470, 84]",141
"[430, 418, 470, 84, 141]",136
"[418, 470, 84, 141, 136]",195
"[470, 84, 141, 136, 195]",48
"[84, 141, 136, 195, 48]",27
"[141, 136, 195, 48, 27]",89
"[136, 195, 48, 27, 89]",14
"[195, 48, 27, 89, 14]",15
"[48, 27, 89, 14, 15]",521
"[27, 89, 14, 15, 521]",184
"[89, 14, 15, 521, 184]",712
"[14, 15, 521, 184, 712]",56
"[15, 521, 184, 712, 56]",45
"[521, 184, 712, 56, 45]",479
"[184, 712, 56, 45, 479]",145
"[712, 56, 45, 479, 145]",483
"[56, 45, 479, 145, 483]",171
"[45, 479, 145, 483, 171]",171
"[479, 145, 483, 171, 171]",713
"[444, 125, 125, 101, 15]",127
"[46, 91, 62, 199, 709]",326
"[91, 62, 199, 709, 326]",25
"[62, 199, 709, 326, 25]",29
"[199, 709, 326, 25, 29]",582
"[709, 326, 25, 29, 582]",218
"[326, 25, 29, 582, 218]",110
"[25, 29, 582, 218, 110]",611
"[29, 582, 218, 110, 611]",5
"[582, 218, 110, 611, 5]",56
"[218, 110, 611, 5, 56]",670
"[110, 611, 5, 56, 670]",17
"[485, 71, 41, 119, 263]",305
"[71, 41, 119, 263, 305]",300
"[41, 119, 263, 305, 300]",359
"[119, 263, 305, 300, 359]",15
"[263, 305, 300, 359, 15]",364
"[305, 300, 359, 15, 364]",22
"[71, 317, 494, 149, 709]",40
"[317, 494, 149, 709, 40]",25
"[494, 149, 709, 40, 25]",551
"[149, 709, 40, 25, 551]",602
"[46, 551, 551, 105, 105]",17
"[65, 12, 12, 655, 54]",235
"[347, 9, 47, 715, 112]",432
"[9, 47, 715, 112, 432]",621
"[47, 715, 112, 432, 621]",367
"[715, 112, 432, 621, 367]",142
"[112, 432, 621, 367, 142]",430
"[432, 621, 367, 142, 430]",42
"[621, 367, 142, 430, 42]",42
"[367, 142, 430, 42, 42]",298
"[142, 430, 42, 42, 298]",48
"[430, 42, 42, 298, 48]",49
"[42, 42, 298, 48, 49]",66
"[42, 298, 48, 49, 66]",33
"[298, 48, 49, 66, 33]",33
"[146, 30, 30, 74, 142]",22
"[104, 628, 83, 83, 25]",587
"[628, 83, 83, 25, 587]",587
"[83, 83, 25, 587, 587]",587
"[83, 25, 587, 587, 587]",142
"[25, 587, 587, 587, 142]",27
"[47, 74, 587, 611, 42]",22
"[47, 624, 31, 78, 4]",4
"[624, 31, 78, 4, 4]",142
"[31, 78, 4, 4, 142]",274
"[78, 4, 4, 142, 274]",359
"[4, 4, 142, 274, 359]",67
"[4, 142, 274, 359, 67]",22
"[25, 596, 84, 7, 7]",600
"[41, 621, 12, 235, 578]",483
"[638, 72, 82, 131, 112]",632
"[72, 82, 131, 112, 632]",720
"[82, 131, 112, 632, 720]",29
"[131, 112, 632, 720, 29]",249
"[112, 632, 720, 29, 249]",138
"[632, 720, 29, 249, 138]",216
"[720, 29, 249, 138, 216]",175
"[29, 249, 138, 216, 175]",585
"[249, 138, 216, 175, 585]",102
"[138, 216, 175, 585, 102]",179
"[610, 366, 105, 129, 126]",145
"[437, 731, 438, 182, 97]",395
"[39, 39, 248, 25, 423]",509
"[39, 248, 25, 423, 509]",142
"[248, 25, 423, 509, 142]",142
"[25, 423, 509, 142, 142]",293
"[423, 509, 142, 142, 293]",15
"[509, 142, 142, 293, 15]",66
"[142, 142, 293, 15, 66]",7
"[612, 34, 709, 130, 101]",278
"[587, 595, 277, 602, 35]",430
"[595, 277, 602, 35, 430]",139
"[112, 100, 587, 142, 89]",7
"[92, 295, 533, 94, 126]",126
"[295, 533, 94, 126, 126]",171
"[296, 119, 28, 602, 194]",228
"[119, 28, 602, 194, 228]",737
"[28, 602, 194, 228, 737]",169
"[602, 194, 228, 737, 169]",66
"[208, 47, 25, 25, 587]",138
"[47, 25, 25, 587, 138]",15
"[25, 25, 587, 138, 15]",278
"[25, 587, 138, 15, 278]",66
"[587, 138, 15, 278, 66]",56
"[161, 29, 319, 235, 27]",540
"[347, 29, 240, 118, 303]",435
"[149, 37, 74, 742, 596]",374
"[37, 74, 742, 596, 374]",142
"[74, 742, 596, 374, 142]",56
"[742, 596, 374, 142, 56]",179
"[638, 421, 71, 711, 98]",371
"[421, 71, 711, 98, 371]",9
"[71, 711, 98, 371, 9]",131
"[711, 98, 371, 9, 131]",47
"[98, 371, 9, 131, 47]",628
"[371, 9, 131, 47, 628]",632
"[9, 131, 47, 628, 632]",550
"[131, 47, 628, 632, 550]",173
"[47, 628, 632, 550, 173]",366
"[628, 632, 550, 173, 366]",105
"[632, 550, 173, 366, 105]",29
"[550, 173, 366, 105, 29]",142
"[173, 366, 105, 29, 142]",430
"[366, 105, 29, 142, 430]",215
"[105, 29, 142, 430, 215]",48
"[29, 142, 430, 215, 48]",546
"[142, 430, 215, 48, 546]",27
"[430, 215, 48, 546, 27]",175
"[215, 48, 546, 27, 175]",49
"[48, 546, 27, 175, 49]",278
"[546, 27, 175, 49, 278]",67
"[27, 175, 49, 278, 67]",448
"[175, 49, 278, 67, 448]",22
"[49, 278, 67, 448, 22]",284
"[278, 67, 448, 22, 284]",284
"[149, 149, 294, 31, 221]",207
"[161, 10, 289, 249, 64]",266
"[71, 104, 660, 41, 41]",588
"[104, 660, 41, 41, 588]",549
"[660, 41, 41, 588, 549]",25
"[41, 41, 588, 549, 25]",587
"[41, 588, 549, 25, 587]",587
"[588, 549, 25, 587, 587]",32
"[549, 25, 587, 587, 32]",35
"[25, 587, 587, 32, 35]",142
"[587, 587, 32, 35, 142]",430
"[587, 32, 35, 142, 430]",13
"[32, 35, 142, 430, 13]",27
"[35, 142, 430, 13, 27]",275
"[142, 430, 13, 27, 275]",15
"[430, 13, 27, 275, 15]",278
"[13, 27, 275, 15, 278]",242
"[27, 275, 15, 278, 242]",56
"[275, 15, 278, 242, 56]",7
"[41, 549, 12, 12, 212]",175
"[549, 12, 12, 212, 175]",7
"[219, 112, 119, 19, 14]",184
"[587, 105, 29, 694, 15]",7
"[70, 709, 366, 27, 96]",692
"[709, 366, 27, 96, 692]",309
"[366, 27, 96, 692, 309]",428
"[203, 203, 203, 35, 611]",364
"[217, 91, 142, 252, 247]",21
"[70, 10, 219, 112, 621]",105
"[10, 219, 112, 621, 105]",602
"[219, 112, 621, 105, 602]",198
"[112, 621, 105, 602, 198]",211
"[621, 105, 602, 198, 211]",684
"[105, 602, 198, 211, 684]",7
"[602, 198, 211, 684, 7]",22
"[198, 211, 684, 7, 22]",600
"[103, 103, 105, 194, 228]",21
"[70, 613, 295, 705, 587]",605
"[613, 295, 705, 587, 605]",4
"[295, 705, 587, 605, 4]",611
"[705, 587, 605, 4, 611]",15
"[587, 605, 4, 611, 15]",108
"[71, 76, 168, 551, 27]",667
"[92, 226, 226, 494, 47]",74
"[226, 226, 494, 47, 74]",587
"[226, 494, 47, 74, 587]",587
"[494, 47, 74, 587, 587]",587
"[47, 74, 587, 587, 587]",58
"[74, 587, 587, 587, 58]",142
"[587, 587, 587, 58, 142]",2
"[587, 587, 58, 142, 2]",620
"[587, 58, 142, 2, 620]",67
"[190, 100, 362, 301, 129]",314
"[100, 362, 301, 129, 314]",284
"[295, 705, 198, 611, 449]",548
"[112, 74, 119, 596, 509]",79
"[74, 119, 596, 509, 79]",84
"[119, 596, 509, 79, 84]",21
"[596, 509, 79, 84, 21]",21
"[509, 79, 84, 21, 21]",45
"[296, 47, 30, 112, 65]",334
"[47, 30, 112, 65, 334]",33
"[3, 11, 77, 703, 125]",194
"[11, 77, 703, 125, 194]",258
"[77, 703, 125, 194, 258]",323
"[703, 125, 194, 258, 323]",45
"[125, 194, 258, 323, 45]",145
"[3, 88, 4, 136, 67]",16
"[183, 112, 89, 184, 364]",412
"[68, 157, 680, 512, 27]",764
"[157, 680, 512, 27, 764]",488
"[680, 512, 27, 764, 488]",270
"[512, 27, 764, 488, 270]",765
"[27, 764, 488, 270, 765]",109
"[764, 488, 270, 765, 109]",55
"[488, 270, 765, 109, 55]",55
"[270, 765, 109, 55, 55]",233
"[765, 109, 55, 55, 233]",107
"[109, 55, 55, 233, 107]",21
"[55, 55, 233, 107, 21]",766
"[55, 233, 107, 21, 766]",501
"[230, 60, 47, 163, 205]",275
"[60, 47, 163, 205, 275]",186
"[47, 163, 205, 275, 186]",145
"[146, 198, 19, 66, 21]",21
"[198, 19, 66, 21, 21]",33
"[46, 92, 30, 622, 249]",4
"[92, 30, 622, 249, 4]",142
"[30, 622, 249, 4, 142]",42
"[622, 249, 4, 142, 42]",55
"[249, 4, 142, 42, 55]",207
"[46, 41, 57, 40, 710]",56
"[134, 47, 129, 42, 764]",764
"[71, 104, 98, 91, 161]",295
"[104, 98, 91, 161, 295]",709
"[98, 91, 161, 295, 709]",163
"[91, 161, 295, 709, 163]",218
"[161, 295, 709, 163, 218]",694
"[295, 709, 163, 218, 694]",4
"[709, 163, 218, 694, 4]",4
"[163, 218, 694, 4, 4]",174
"[218, 694, 4, 4, 174]",56
"[694, 4, 4, 174, 56]",631
"[71, 40, 37, 292, 168]",19
"[40, 37, 292, 168, 19]",27
"[208, 587, 587, 621, 389]",142
"[587, 587, 621, 389, 142]",109
"[587, 621, 389, 142, 109]",167
"[441, 302, 245, 602, 178]",761
"[302, 245, 602, 178, 761]",274
"[245, 602, 178, 761, 274]",84
"[602, 178, 761, 274, 84]",189
"[178, 761, 274, 84, 189]",250
"[549, 76, 706, 491, 175]",67
"[76, 706, 491, 175, 67]",67
"[706, 491, 175, 67, 67]",66
"[39, 616, 296, 31, 510]",366
"[616, 296, 31, 510, 366]",782
"[296, 31, 510, 366, 782]",435
"[31, 510, 366, 782, 435]",55
"[202, 226, 47, 12, 251]",21
"[711, 748, 748, 129, 15]",278
"[122, 415, 418, 205, 235]",207
"[292, 719, 65, 264, 42]",56
"[788, 30, 444, 621, 12]",738
"[30, 444, 621, 12, 738]",669
"[444, 621, 12, 738, 669]",109
"[621, 12, 738, 669, 109]",280
"[419, 71, 104, 103, 30]",40
"[71, 104, 103, 30, 40]",3
"[104, 103, 30, 40, 3]",83
"[103, 30, 40, 3, 83]",83
"[30, 40, 3, 83, 83]",551
"[40, 3, 83, 83, 551]",125
"[3, 83, 83, 551, 125]",54
"[83, 83, 551, 125, 54]",418
"[83, 551, 125, 54, 418]",42
"[551, 125, 54, 418, 42]",13
"[125, 54, 418, 42, 13]",19
"[54, 418, 42, 13, 19]",785
"[418, 42, 13, 19, 785]",278
"[42, 13, 19, 785, 278]",45
"[13, 19, 785, 278, 45]",692
"[203, 203, 30, 119, 180]",596
"[203, 30, 119, 180, 596]",242
"[30, 119, 180, 596, 242]",222
"[31, 54, 49, 21, 45]",187
"[287, 134, 697, 549, 602]",12
"[202, 226, 126, 21, 207]",412
"[610, 105, 42, 19, 49]",21
"[117, 118, 194, 228, 49]",66
"[287, 636, 203, 330, 748]",295
"[636, 203, 330, 748, 295]",295
"[203, 330, 748, 295, 295]",47
"[330, 748, 295, 295, 47]",709
"[748, 295, 295, 47, 709]",550
"[295, 295, 47, 709, 550]",549
"[295, 47, 709, 550, 549]",25
"[47, 709, 550, 549, 25]",510
"[709, 550, 549, 25, 510]",393
"[550, 549, 25, 510, 393]",512
"[549, 25, 510, 393, 512]",509
"[25, 510, 393, 512, 509]",761
"[510, 393, 512, 509, 761]",452
"[393, 512, 509, 761, 452]",430
"[512, 509, 761, 452, 430]",593
"[509, 761, 452, 430, 593]",738
"[761, 452, 430, 593, 738]",42
"[452, 430, 593, 738, 42]",235
"[430, 593, 738, 42, 235]",201
"[593, 738, 42, 235, 201]",410
"[738, 42, 235, 201, 410]",620
"[42, 235, 201, 410, 620]",768
"[235, 201, 410, 620, 768]",107
"[201, 410, 620, 768, 107]",759
"[410, 620, 768, 107, 759]",670
"[103, 295, 319, 386, 15]",22
"[8, 8, 60, 748, 709]",759
